date,load
,MW
2022-06-15,2290705
2022-06-16,2244429
2022-06-17,2102938
2022-06-18,1861430
2022-06-19,1821365
2022-06-20,2131415
2022-06-21,2290399
2022-06-22,2268223
2022-06-23,2162285
2022-06-24,2168761
2022-06-25,2017644
2022-06-26,1863546
2022-06-27,1854413
2022-06-28,1910904
2022-06-29,1997387
2022-06-30,2120794
2022-07-01,2037152
2022-07-02,1835310
2022-07-03,1856337
2022-07-04,1979651
2022-07-05,2239372
2022-07-06,2167930
2022-07-07,2151635
2022-07-08,2122094
2022-07-09,1953895
2022-07-10,1916496
2022-07-11,2141232
2022-07-12,2136768
2022-07-13,2074344
2022-07-14,2065007
2022-07-15,2030865
2022-07-16,1994625
2022-07-17,1954972
2022-07-18,2186185
2022-07-19,2294048
2022-07-20,2319129
2022-07-21,2278969
2022-07-22,2222795
2022-07-23,2113826
2022-07-24,2030744
2022-07-25,2011627
2022-07-26,2011885
2022-07-27,2071993
2022-07-28,2037915
2022-07-29,1945060
2022-07-30,1836255
2022-07-31,1866678
2022-08-01,2112533
2022-08-02,2123179
2022-08-03,2191306
2022-08-04,2098696
2022-08-05,2151306
2022-08-06,2127819
2022-08-07,2064348
2022-08-08,2120092
2022-08-09,1997489
2022-08-10,2016227
2022-08-11,1987805
2022-08-12,1894723
2022-08-13,1771026
2022-08-14,1764104
2022-08-15,1952664
2022-08-16,1985664
2022-08-17,1970518
2022-08-18,1960126
2022-08-19,1926658
2022-08-20,1811923
2022-08-21,1780783
2022-08-22,1924864
2022-08-23,1938246
2022-08-24,1979029
2022-08-25,1975491
2022-08-26,1949723
2022-08-27,1857421
2022-08-28,1920600
2022-08-29,2078199
2022-08-30,1969068
2022-08-31,1979464
2022-09-01,2041558
2022-09-02,2016046
2022-09-03,1800216
2022-09-04,1638188
2022-09-05,1665935
2022-09-06,1857514
2022-09-07,1929103
2022-09-08,1916962
2022-09-09,1864007
2022-09-10,1763995
2022-09-11,1667705
2022-09-12,1700104
2022-09-13,1714846
2022-09-14,1760703
2022-09-15,1814147
2022-09-16,1849796
2022-09-17,1781178
2022-09-18,1803198
2022-09-19,1972152
2022-09-20,2011595
2022-09-21,1989236
2022-09-22,1753338
2022-09-23,1664925
2022-09-24,1606701
2022-09-25,1576798
2022-09-26,1636779
2022-09-27,1585265
2022-09-28,1573030
2022-09-29,1561013
2022-09-30,1549018
2022-10-01,1445352
2022-10-02,1429985
2022-10-03,1578825
2022-10-04,1602218
2022-10-05,1615299
2022-10-06,1621594
2022-10-07,1590068
2022-10-08,1490533
2022-10-09,1454550
2022-10-10,1589047
2022-10-11,1626079
2022-10-12,1642156
2022-10-13,1628558
2022-10-14,1596735
2022-10-15,1497594
2022-10-16,1482142
2022-10-17,1617946
2022-10-18,1642613
2022-10-19,1657351
2022-10-20,1637157
2022-10-21,1570970
2022-10-22,1456047
2022-10-23,1454491
2022-10-24,1595193
2022-10-25,1581915
2022-10-26,1562509
2022-10-27,1590971
2022-10-28,1553044
2022-10-29,1453053
2022-10-30,1417717
2022-10-31,1547575
2022-11-01,1568280
2022-11-02,1579928
2022-11-03,1590548
2022-11-04,1596566
2022-11-05,1476187
2022-11-06,1513010
2022-11-07,1634763
2022-11-08,1649256
2022-11-09,1632931
2022-11-10,1602092
2022-11-11,1618239
2022-11-12,1631925
2022-11-13,1671159
2022-11-14,1796815
2022-11-15,1799456
2022-11-16,1837591
2022-11-17,1867533
2022-11-18,1883438
2022-11-19,1816114
2022-11-20,1777584
2022-11-21,1817607
2022-11-22,1767458
2022-11-23,1692979
2022-11-24,1477676
2022-11-25,1463218
2022-11-26,1503123
2022-11-27,1527537
2022-11-28,1686276
2022-11-29,1721372
2022-11-30,1794900
2022-12-01,1862581
2022-12-02,1746123
2022-12-03,1662391
2022-12-04,1677756
2022-12-05,1767200
2022-12-06,1748113
2022-12-07,1740228
2022-12-08,1760227
2022-12-09,1732700
2022-12-10,1642633
2022-12-11,1609549
2022-12-12,1741641
2022-12-13,1767157
2022-12-14,1720903
2022-12-15,1785172
2022-12-16,1834444
2022-12-17,1805944
2022-12-18,1835940
2022-12-19,1976059
2022-12-20,1932437
2022-12-21,1972860
2022-12-22,1989437
2022-12-23,2299624
2022-12-24,2131163
2022-12-25,1952268
2022-12-26,1899607
2022-12-27,1932398
2022-12-28,1793584
2022-12-29,1622254
2022-12-30,1577150
2022-12-31,1559815
2023-01-01,1493743
2023-01-02,1567610
2023-01-03,1671686
2023-01-04,1702628
2023-01-05,1772155
2023-01-06,1795947
2023-01-07,1695182
2023-01-08,1662890
2023-01-09,1776232
2023-01-10,1747539
2023-01-11,1699184
2023-01-12,1748968
2023-01-13,1861086
2023-01-14,1780705
2023-01-15,1683861
2023-01-16,1698175
2023-01-17,1689968
2023-01-18,1736077
2023-01-19,1735149
2023-01-20,1797546
2023-01-21,1714373
2023-01-22,1688558
2023-01-23,1841343
2023-01-24,1840735
2023-01-25,1850986
2023-01-26,1907168
2023-01-27,1864742
2023-01-28,1713348
2023-01-29,1687522
2023-01-30,1922162
2023-01-31,2011136
2023-02-01,1997180
2023-02-02,1954150
2023-02-03,1993430
2023-02-04,1815259
2023-02-05,1645419
2023-02-06,1740252
2023-02-07,1699533
2023-02-08,1706336
2023-02-09,1726703
2023-02-10,1763157
2023-02-11,1692979
2023-02-12,1624741
2023-02-13,1691210
2023-02-14,1687697
2023-02-15,1660136
2023-02-16,1753912
2023-02-17,1845609
2023-02-18,1710478
2023-02-19,1564978
2023-02-20,1656127
2023-02-21,1716690
2023-02-22,1728263
2023-02-23,1714847
2023-02-24,1794438
2023-02-25,1644535
2023-02-26,1573808
2023-02-27,1685239
2023-02-28,1680661
2023-03-01,1666045
2023-03-02,1711095
2023-03-03,1693562
2023-03-04,1535165
2023-03-05,1509963
2023-03-06,1646558
2023-03-07,1683415
2023-03-08,1723284
2023-03-09,1733792
2023-03-10,1703595
2023-03-11,1621710
2023-03-12,1549004
2023-03-13,1750249
2023-03-14,1757230
2023-03-15,1707236
2023-03-16,1686572
2023-03-17,1715533
2023-03-18,1734569
2023-03-19,1699616
2023-03-20,1775791
2023-03-21,1713022
2023-03-22,1665330
2023-03-23,1641302
2023-03-24,1656293
2023-03-25,1557173
2023-03-26,1511146
2023-03-27,1648199
2023-03-28,1665948
2023-03-29,1654413
2023-03-30,1656631
2023-03-31,1615235
2023-04-01,1524601
2023-04-02,1484935
2023-04-03,1627918
2023-04-04,1676672
2023-04-05,1658091
2023-04-06,1637536
2023-04-07,1539373
2023-04-08,1436995
2023-04-09,1371489
2023-04-10,1522500
2023-04-11,1552776
2023-04-12,1575850
2023-04-13,1593632
2023-04-14,1593696
2023-04-15,1501734
2023-04-16,1438991
2023-04-17,1586172
2023-04-18,1577557
2023-04-19,1601275
2023-04-20,1626510
2023-04-21,1557986
2023-04-22,1482407
2023-04-23,1467175
2023-04-24,1585034
2023-04-25,1582004
2023-04-26,1583436
2023-04-27,1572752
2023-04-28,1556748
2023-04-29,1427964
2023-04-30,1437619
2023-05-01,1574876
2023-05-02,1585769
2023-05-03,1582573
2023-05-04,1587185
2023-05-05,1590399
2023-05-06,1497298
2023-05-07,1537441
2023-05-08,1664417
2023-05-09,1653842
2023-05-10,1662061
2023-05-11,1711272
2023-05-12,1735619
2023-05-13,1623888
2023-05-14,1554478
2023-05-15,1671959
2023-05-16,1685934
2023-05-17,1649097
2023-05-18,1672831
2023-05-19,1669778
2023-05-20,1538720
2023-05-21,1509130
2023-05-22,1689935
2023-05-23,1757638
2023-05-24,1734155
2023-05-25,1668690
2023-05-26,1630131
2023-05-27,1524750
2023-05-28,1533901
2023-05-29,1628819
2023-05-30,1875581
2023-05-31,1978121
2023-06-01,2021792
2023-06-02,2035065
2023-06-03,1921401
2023-06-04,1799319
2023-06-05,1869197
2023-06-06,1860362
2023-06-07,1825638
2023-06-08,1791824
2023-06-09,1794534
2023-06-10,1730633
2023-06-11,1603630
2023-06-12,1710991
2023-06-13,1762477
2023-06-14,1850841
2023-06-15,1884447
2023-06-16,1811340
2023-06-17,1768043
2023-06-18,1747820
2023-06-19,1994298
2023-06-20,2060644
2023-06-21,2078065
2023-06-22,2042713
2023-06-23,2007769
2023-06-24,1966252
2023-06-25,1941630
2023-06-26,1942446
2023-06-27,1968040
2023-06-28,2015597
2023-06-29,2107548
2023-06-30,2156426
2023-07-01,1990493
2023-07-02,1906554
2023-07-03,2008763
2023-07-04,1976071
2023-07-05,2102122
2023-07-06,2003988
2023-07-07,1929899
2023-07-08,1804030
2023-07-09,1777515
2023-07-10,2040966
2023-07-11,2064176
2023-07-12,2017228
2023-07-13,2058970
2023-07-14,2128401
2023-07-15,1957929
2023-07-16,1862959
2023-07-17,1959305
2023-07-18,1996366
2023-07-19,2091495
2023-07-20,2129387
2023-07-21,2016341
2023-07-22,1900435
2023-07-23,1877663
2023-07-24,2120990
2023-07-25,2223953
2023-07-26,2235673
2023-07-27,2327438
2023-07-28,2313540
2023-07-29,2066746
2023-07-30,1957345
2023-07-31,2058116
2023-08-01,2092654
2023-08-02,2140935
2023-08-03,2229560
2023-08-04,2217462
2023-08-05,2031435
2023-08-06,1907554
2023-08-07,2015690
2023-08-08,2045876
2023-08-09,2046641
2023-08-10,2088710
2023-08-11,2119241
2023-08-12,2028241
2023-08-13,1919500
2023-08-14,2003022
2023-08-15,1927985
2023-08-16,1949675
2023-08-17,1928516
2023-08-18,1909474
2023-08-19,1945503
2023-08-20,2106590
2023-08-21,2252161
2023-08-22,2291934
2023-08-23,2412280
2023-08-24,2434714
2023-08-25,2306209
2023-08-26,1991594
2023-08-27,1828829
2023-08-28,1937662
2023-08-29,1961285
2023-08-30,1888359
2023-08-31,1849250
2023-09-01,1879164
2023-09-02,1891683
2023-09-03,1995765
2023-09-04,2089178
2023-09-05,2211700
2023-09-06,2078973
2023-09-07,1917550
2023-09-08,1797288
2023-09-09,1677034
2023-09-10,1655347
2023-09-11,1770285
2023-09-12,1756995
2023-09-13,1708104
2023-09-14,1701243
2023-09-15,1713383
2023-09-16,1619772
2023-09-17,1590384
2023-09-18,1702694
2023-09-19,1741553
2023-09-20,1790328
2023-09-21,1860201
2023-09-22,1845962
2023-09-23,1732664
2023-09-24,1674466
2023-09-25,1808342
2023-09-26,1813180
2023-09-27,1789165
2023-09-28,1782564
2023-09-29,1785433
2023-09-30,1738495
2023-10-01,1744906
2023-10-02,1868919
2023-10-03,1870353
2023-10-04,1806094
2023-10-05,1697841
2023-10-06,1601392
2023-10-07,1440032
2023-10-08,1414428
2023-10-09,1556890
2023-10-10,1588571
2023-10-11,1579778
2023-10-12,1585002
2023-10-13,1602034
2023-10-14,1463666
2023-10-15,1416204
2023-10-16,1554633
2023-10-17,1578583
2023-10-18,1579414
2023-10-19,1591992
2023-10-20,1582363
2023-10-21,1491742
2023-10-22,1478055
2023-10-23,1616724
2023-10-24,1649995
2023-10-25,1659830
2023-10-26,1670197
2023-10-27,1669182
2023-10-28,1547138
2023-10-29,1543436
2023-10-30,1669323
2023-10-31,1748032
2023-11-01,1764129
2023-11-02,1733554
2023-11-03,1650612
2023-11-04,1508272
2023-11-05,1548812
2023-11-06,1601958
2023-11-07,1632451
2023-11-08,1661539
2023-11-09,1621483
2023-11-10,1610906
2023-11-11,1532284
2023-11-12,1490210
2023-11-13,1602776
2023-11-14,1628305
2023-11-15,1613550
2023-11-16,1602995
2023-11-17,1591491
2023-11-18,1523612
2023-11-19,1517278
2023-11-20,1656937
2023-11-21,1673857
2023-11-22,1671813
2023-11-23,1536260
2023-11-24,1566224
2023-11-25,1596846
2023-11-26,1618830
2023-11-27,1839796
2023-11-28,1883220
2023-11-29,1826531
2023-11-30,1757861
2023-12-01,1701855
2023-12-02,1614327
2023-12-03,1591554
2023-12-04,1739433
2023-12-05,1783985
2023-12-06,1783570
2023-12-07,1746962
2023-12-08,1664299
2023-12-09,1552863
2023-12-10,1644989
2023-12-11,1843827
2023-12-12,1829008
2023-12-13,1810646
2023-12-14,1760334
2023-12-15,1703643
2023-12-16,1601638
2023-12-17,1608895
2023-12-18,1816875
2023-12-19,1881506
2023-12-20,1807565
2023-12-21,1752287
2023-12-22,1653623
2023-12-23,1513620
2023-12-24,1441011
2023-12-25,1417634
2023-12-26,1584657
2023-12-27,1690006
2023-12-28,1749135
2023-12-29,1750694
2023-12-30,1685056
2023-12-31,1651806
