date,load
,MW
2018-12-21,1827995
2018-12-22,1712485
2018-12-23,1630155
2018-12-24,1621232
2018-12-25,1503923
2018-12-26,1637655
2018-12-27,1665119
2018-12-28,1696863
2018-12-29,1729412
2018-12-30,1662595
2018-12-31,1631533
2019-01-01,1621410
2019-01-02,1817839
2019-01-03,1813491
2019-01-04,1784647
2019-01-05,1640732
2019-01-06,1606572
2019-01-07,1689394
2019-01-08,1694101
2019-01-09,1847433
2019-01-10,1920174
2019-01-11,1875444
2019-01-12,1726388
2019-01-13,1733585
2019-01-14,1913070
2019-01-15,1916421
2019-01-16,1867430
2019-01-17,1825897
2019-01-18,1814145
2019-01-19,1791698
2019-01-20,1921643
2019-01-21,2052055
2019-01-22,1922681
2019-01-23,1876047
2019-01-24,2010808
2019-01-25,2045102
2019-01-26,1879261
2019-01-27,1815041
2019-01-28,1935031
2019-01-29,2097430
2019-01-30,2205538
2019-01-31,2149248
2019-02-01,1921264
2019-02-02,1699534
2019-02-03,1565954
2019-02-04,1689083
2019-02-05,1792880
2019-02-06,1783364
2019-02-07,1824031
2019-02-08,2016098
2019-02-09,1915088
2019-02-10,1775858
2019-02-11,1816460
2019-02-12,1817717
2019-02-13,1874784
2019-02-14,1785673
2019-02-15,1846804
2019-02-16,1761523
2019-02-17,1719757
2019-02-18,1873848
2019-02-19,1924514
2019-02-20,1833165
2019-02-21,1814145
2019-02-22,1787765
2019-02-23,1637160
2019-02-24,1645760
2019-02-25,1877800
2019-02-26,1855779
2019-02-27,1810543
2019-02-28,1858085
2019-03-01,1803649
2019-03-02,1697911
2019-03-03,1758811
2019-03-04,2065885
2019-03-05,2067881
2019-03-06,1983042
2019-03-07,1894465
2019-03-08,1767813
2019-03-09,1637220
2019-03-10,1533584
2019-03-11,1726544
2019-03-12,1720159
2019-03-13,1676339
2019-03-14,1659037
2019-03-15,1680690
2019-03-16,1598844
2019-03-17,1562994
2019-03-18,1698288
2019-03-19,1687328
2019-03-20,1683382
2019-03-21,1664831
2019-03-22,1638666
2019-03-23,1522861
2019-03-24,1479835
2019-03-25,1634300
2019-03-26,1651584
2019-03-27,1634637
2019-03-28,1600037
2019-03-29,1572749
2019-03-30,1523471
2019-03-31,1571969
2019-04-01,1703187
2019-04-02,1668695
2019-04-03,1622807
2019-04-04,1632227
2019-04-05,1596659
2019-04-06,1478986
2019-04-07,1450559
2019-04-08,1573829
2019-04-09,1586087
2019-04-10,1638994
2019-04-11,1661888
2019-04-12,1594075
2019-04-13,1505882
2019-04-14,1496291
2019-04-15,1623341
2019-04-16,1598555
2019-04-17,1607594
2019-04-18,1595621
2019-04-19,1525576
2019-04-20,1459130
2019-04-21,1387530
2019-04-22,1569077
2019-04-23,1583807
2019-04-24,1593551
2019-04-25,1597864
2019-04-26,1561371
2019-04-27,1482818
2019-04-28,1453598
2019-04-29,1633631
2019-04-30,1666254
2019-05-01,1668741
2019-05-02,1649851
2019-05-03,1603139
2019-05-04,1468528
2019-05-05,1444217
2019-05-06,1605330
2019-05-07,1638573
2019-05-08,1643520
2019-05-09,1659683
2019-05-10,1560237
2019-05-11,1463593
2019-05-12,1432571
2019-05-13,1595446
2019-05-14,1613946
2019-05-15,1653995
2019-05-16,1734667
2019-05-17,1721888
2019-05-18,1625681
2019-05-19,1547845
2019-05-20,1667835
2019-05-21,1695563
2019-05-22,1753444
2019-05-23,1800264
2019-05-24,1792463
2019-05-25,1705391
2019-05-26,1629850
2019-05-27,1647966
2019-05-28,1833564
2019-05-29,1815489
2019-05-30,1790792
2019-05-31,1827963
2019-06-01,1710599
2019-06-02,1637575
2019-06-03,1760947
2019-06-04,1845183
2019-06-05,1891631
2019-06-06,1887456
2019-06-07,1912272
2019-06-08,1748210
2019-06-09,1700635
2019-06-10,1790337
2019-06-11,1729741
2019-06-12,1691303
2019-06-13,1676467
2019-06-14,1694719
2019-06-15,1654571
2019-06-16,1632087
2019-06-17,1756711
2019-06-18,1861452
2019-06-19,1891327
2019-06-20,1854814
2019-06-21,1836751
2019-06-22,1747322
2019-06-23,1735883
2019-06-24,1836726
2019-06-25,1897748
2019-06-26,2005047
2019-06-27,2073892
2019-06-28,2056499
2019-06-29,2001842
2019-06-30,1965019
2019-07-01,2117419
2019-07-02,2175542
2019-07-03,2116148
2019-07-04,1966162
2019-07-05,2067148
2019-07-06,1975153
2019-07-07,1909933
2019-07-08,2079598
2019-07-09,2153296
2019-07-10,2231665
2019-07-11,2162574
2019-07-12,2072002
2019-07-13,1989324
2019-07-14,1948049
2019-07-15,2125056
2019-07-16,2163203
2019-07-17,2237757
2019-07-18,2269445
2019-07-19,2375776
2019-07-20,2126513
2019-07-21,1939859
2019-07-22,1933771
2019-07-23,1889642
2019-07-24,1929773
2019-07-25,1980440
2019-07-26,2026486
2019-07-27,1986159
2019-07-28,1982722
2019-07-29,2064220
2019-07-30,1989613
2019-07-31,1958223
2019-08-01,1984724
2019-08-02,2007788
2019-08-03,1932585
2019-08-04,1943183
2019-08-05,2143882
2019-08-06,2140494
2019-08-07,2152233
2019-08-08,2093775
2019-08-09,2026657
2019-08-10,1896423
2019-08-11,1906109
2019-08-12,2150961
2019-08-13,2160180
2019-08-14,2043667
2019-08-15,1994931
2019-08-16,2000061
2019-08-17,1937511
2019-08-18,1916772
2019-08-19,2096135
2019-08-20,2114438
2019-08-21,2067758
2019-08-22,1961514
2019-08-23,1865077
2019-08-24,1703943
2019-08-25,1653309
2019-08-26,1875313
2019-08-27,1940022
2019-08-28,1865477
2019-08-29,1906125
2019-08-30,1861149
2019-08-31,1672770
2019-09-01,1660148
2019-09-02,1766279
2019-09-03,1977757
2019-09-04,1938987
2019-09-05,1894904
2019-09-06,1907411
2019-09-07,1759615
2019-09-08,1693277
2019-09-09,1902098
2019-09-10,2025335
2019-09-11,2077822
2019-09-12,2024127
2019-09-13,1943829
2019-09-14,1747568
2019-09-15,1773175
2019-09-16,2006545
2019-09-17,2009586
2019-09-18,1994019
2019-09-19,1959680
2019-09-20,1971206
2019-09-21,1848679
2019-09-22,1781799
2019-09-23,1845304
2019-09-24,1809208
2019-09-25,1811796
2019-09-26,1758593
2019-09-27,1772707
2019-09-28,1688674
2019-09-29,1681230
2019-09-30,1937219
2019-10-01,1988476
2019-10-02,1918401
2019-10-03,1821339
2019-10-04,1686342
2019-10-05,1578634
2019-10-06,1536137
2019-10-07,1626361
2019-10-08,1616011
2019-10-09,1643828
2019-10-10,1700388
2019-10-11,1643185
2019-10-12,1470061
2019-10-13,1453271
2019-10-14,1592630
2019-10-15,1642919
2019-10-16,1610856
2019-10-17,1587015
2019-10-18,1561118
2019-10-19,1469543
2019-10-20,1473864
2019-10-21,1596332
2019-10-22,1586477
2019-10-23,1589404
2019-10-24,1590786
2019-10-25,1588584
2019-10-26,1489284
2019-10-27,1444959
2019-10-28,1603546
2019-10-29,1638997
2019-10-30,1689636
2019-10-31,1722429
2019-11-01,1727459
2019-11-02,1594357
2019-11-03,1612725
2019-11-04,1652911
2019-11-05,1669663
2019-11-06,1704768
2019-11-07,1755982
2019-11-08,1798051
2019-11-09,1652768
2019-11-10,1572581
2019-11-11,1773741
2019-11-12,1988034
2019-11-13,2014338
2019-11-14,1877301
2019-11-15,1821105
2019-11-16,1711252
2019-11-17,1662558
2019-11-18,1745901
2019-11-19,1723653
2019-11-20,1697607
2019-11-21,1697124
2019-11-22,1709547
2019-11-23,1639491
2019-11-24,1599657
2019-11-25,1688114
2019-11-26,1680785
2019-11-27,1675589
2019-11-28,1543912
2019-11-29,1547250
2019-11-30,1552420
2019-12-01,1579856
2019-12-02,1805862
2019-12-03,1821417
2019-12-04,1756205
2019-12-05,1740646
2019-12-06,1715012
2019-12-07,1655927
2019-12-08,1606733
2019-12-09,1721972
2019-12-10,1890682
2019-12-11,1968450
2019-12-12,1924051
2019-12-13,1806100
2019-12-14,1711122
2019-12-15,1732311
2019-12-16,1860637
2019-12-17,1938004
2019-12-18,2012561
2019-12-19,1967912
2019-12-20,1880148
2019-12-21,1693005
2019-12-22,1628892
2019-12-23,1669292
2019-12-24,1558012
2019-12-25,1435569
2019-12-26,1531247
2019-12-27,1599789
2019-12-28,1551878
2019-12-29,1498473
2019-12-30,1701175
2019-12-31,1724739
2020-01-01,1610915
2020-01-02,1664134
2020-01-03,1669595
2020-01-04,1649548
2020-01-05,1630361
2020-01-06,1741719
2020-01-07,1774954
2020-01-08,1862758
2020-01-09,1778100
2020-01-10,1688205
2020-01-11,1653357
2020-01-12,1704625
2020-01-13,1788193
2020-01-14,1752051
2020-01-15,1749613
2020-01-16,1838001
2020-01-17,1864157
2020-01-18,1697392
2020-01-19,1809434
2020-01-20,1972704
2020-01-21,1989008
2020-01-22,1953109
2020-01-23,1841021
2020-01-24,1788489
2020-01-25,1701750
2020-01-26,1643758
2020-01-27,1790415
2020-01-28,1841929
2020-01-29,1835921
2020-01-30,1827708
2020-01-31,1769653
2020-02-01,1649290
2020-02-02,1552601
2020-02-03,1650168
2020-02-04,1715529
2020-02-05,1800285
2020-02-06,1872462
2020-02-07,1858198
2020-02-08,1696126
2020-02-09,1641083
2020-02-10,1742667
2020-02-11,1781307
2020-02-12,1819417
2020-02-13,1911517
2020-02-14,1981851
2020-02-15,1765041
2020-02-16,1589194
2020-02-17,1722929
2020-02-18,1745095
2020-02-19,1822433
2020-02-20,1904237
2020-02-21,1887201
2020-02-22,1693885
2020-02-23,1563418
2020-02-24,1674778
2020-02-25,1718650
2020-02-26,1808779
2020-02-27,1863883
2020-02-28,1801378
2020-02-29,1640783
2020-03-01,1523228
2020-03-02,1623268
2020-03-03,1642082
2020-03-04,1653944
2020-03-05,1659223
2020-03-06,1679559
2020-03-07,1563078
2020-03-08,1408736
2020-03-09,1591204
2020-03-10,1633401
2020-03-11,1651607
2020-03-12,1643903
2020-03-13,1635383
2020-03-14,1599610
2020-03-15,1571027
2020-03-16,1697959
2020-03-17,1656911
2020-03-18,1669603
2020-03-19,1659005
2020-03-20,1623849
2020-03-21,1556121
2020-03-22,1539546
2020-03-23,1623774
2020-03-24,1612872
2020-03-25,1582836
2020-03-26,1556272
2020-03-27,1545002
2020-03-28,1472414
2020-03-29,1393668
2020-03-30,1487680
2020-03-31,1518714
2020-04-01,1484438
2020-04-02,1466959
2020-04-03,1463121
2020-04-04,1392811
2020-04-05,1370564
2020-04-06,1468537
2020-04-07,1494337
2020-04-08,1523061
2020-04-09,1509531
2020-04-10,1419946
2020-04-11,1343807
2020-04-12,1368973
2020-04-13,1480587
2020-04-14,1527004
2020-04-15,1530392
2020-04-16,1507733
2020-04-17,1483034
2020-04-18,1375816
2020-04-19,1338357
2020-04-20,1435118
2020-04-21,1462266
2020-04-22,1462136
2020-04-23,1467005
2020-04-24,1422469
2020-04-25,1347714
2020-04-26,1323080
2020-04-27,1413038
2020-04-28,1445328
2020-04-29,1423435
2020-04-30,1426486
2020-05-01,1408221
2020-05-02,1359375
2020-05-03,1348623
2020-05-04,1456914
2020-05-05,1496826
2020-05-06,1455211
2020-05-07,1428342
2020-05-08,1426786
2020-05-09,1331358
2020-05-10,1316781
2020-05-11,1450640
2020-05-12,1468311
2020-05-13,1492053
2020-05-14,1492929
2020-05-15,1473502
2020-05-16,1400835
2020-05-17,1393946
2020-05-18,1503888
2020-05-19,1520676
2020-05-20,1515357
2020-05-21,1544250
2020-05-22,1555410
2020-05-23,1484264
2020-05-24,1517801
2020-05-25,1599871
2020-05-26,1779134
2020-05-27,1772855
2020-05-28,1694340
2020-05-29,1592173
2020-05-30,1446573
2020-05-31,1428781
2020-06-01,1631970
2020-06-02,1869376
2020-06-03,1902436
2020-06-04,1891040
2020-06-05,1906531
2020-06-06,1763586
2020-06-07,1695550
2020-06-08,1904359
2020-06-09,1991832
2020-06-10,1886929
2020-06-11,1712682
2020-06-12,1710362
2020-06-13,1589802
2020-06-14,1562626
2020-06-15,1762180
2020-06-16,1866824
2020-06-17,1921999
2020-06-18,1948851
2020-06-19,1948698
2020-06-20,1842525
2020-06-21,1768042
2020-06-22,1843152
2020-06-23,1790809
2020-06-24,1752546
2020-06-25,1845142
2020-06-26,1914761
2020-06-27,1879353
2020-06-28,1891639
2020-06-29,2069727
2020-06-30,2090283
2020-07-01,2096947
2020-07-02,2120705
2020-07-03,2028311
2020-07-04,1942791
2020-07-05,1960989
2020-07-06,2155961
2020-07-07,2206255
2020-07-08,2234529
2020-07-09,2234633
2020-07-10,2119672
2020-07-11,2011862
2020-07-12,1921058
2020-07-13,2047258
2020-07-14,2084317
2020-07-15,2083994
2020-07-16,2039933
2020-07-17,2128179
2020-07-18,2125794
2020-07-19,2030443
2020-07-20,2042859
2020-07-21,2046320
2020-07-22,2057742
2020-07-23,2058796
2020-07-24,2086742
2020-07-25,2056471
2020-07-26,2060580
2020-07-27,2108043
2020-07-28,2069158
2020-07-29,2110999
2020-07-30,2047404
2020-07-31,1951413
2020-08-01,1768713
2020-08-02,1726199
2020-08-03,1847788
2020-08-04,1811466
2020-08-05,1807573
2020-08-06,1861946
2020-08-07,1924372
2020-08-08,1923753
2020-08-09,1985878
2020-08-10,2138287
2020-08-11,2043061
2020-08-12,2016813
2020-08-13,2065287
2020-08-14,2059810
2020-08-15,1940885
2020-08-16,1881686
2020-08-17,1980752
2020-08-18,1933457
2020-08-19,1904297
2020-08-20,1940361
2020-08-21,1992585
2020-08-22,1932412
2020-08-23,1978962
2020-08-24,2197626
2020-08-25,2188735
2020-08-26,2160996
2020-08-27,2095374
2020-08-28,2005537
2020-08-29,1771574
2020-08-30,1635718
2020-08-31,1811233
2020-09-01,1847477
2020-09-02,1898391
2020-09-03,1882411
2020-09-04,1747951
2020-09-05,1625495
2020-09-06,1616052
2020-09-07,1665314
2020-09-08,1756941
2020-09-09,1777622
2020-09-10,1755167
2020-09-11,1722434
2020-09-12,1643667
2020-09-13,1618929
2020-09-14,1716737
2020-09-15,1728479
2020-09-16,1722859
2020-09-17,1690613
2020-09-18,1585485
2020-09-19,1436372
2020-09-20,1401696
2020-09-21,1561116
2020-09-22,1613840
2020-09-23,1648476
2020-09-24,1647675
2020-09-25,1651803
2020-09-26,1580478
2020-09-27,1559571
2020-09-28,1584476
2020-09-29,1531597
2020-09-30,1550415
2020-10-01,1552498
2020-10-02,1525327
2020-10-03,1432007
2020-10-04,1405506
2020-10-05,1552500
2020-10-06,1576519
2020-10-07,1618443
2020-10-08,1616225
2020-10-09,1598557
2020-10-10,1457197
2020-10-11,1474989
2020-10-12,1611668
2020-10-13,1583366
2020-10-14,1580813
2020-10-15,1577348
2020-10-16,1548052
2020-10-17,1452286
2020-10-18,1447549
2020-10-19,1643359
2020-10-20,1656146
2020-10-21,1646444
2020-10-22,1674741
2020-10-23,1635151
2020-10-24,1504245
2020-10-25,1489037
2020-10-26,1651196
2020-10-27,1684628
2020-10-28,1639322
2020-10-29,1606168
2020-10-30,1600925
2020-10-31,1492097
2020-11-01,1539885
2020-11-02,1646792
2020-11-03,1604194
2020-11-04,1571654
2020-11-05,1557151
2020-11-06,1541274
2020-11-07,1445920
2020-11-08,1425583
2020-11-09,1595623
2020-11-10,1634648
2020-11-11,1623482
2020-11-12,1653227
2020-11-13,1643108
2020-11-14,1571458
2020-11-15,1508692
2020-11-16,1647654
2020-11-17,1680061
2020-11-18,1672461
2020-11-19,1620460
2020-11-20,1578864
2020-11-21,1518617
2020-11-22,1527695
2020-11-23,1658467
2020-11-24,1692200
2020-11-25,1635498
2020-11-26,1474488
2020-11-27,1484466
2020-11-28,1498652
2020-11-29,1533685
2020-11-30,1785029
2020-12-01,1850959
2020-12-02,1800618
2020-12-03,1755182
2020-12-04,1719447
2020-12-05,1668566
2020-12-06,1642336
2020-12-07,1780128
2020-12-08,1781816
2020-12-09,1710115
2020-12-10,1683193
2020-12-11,1664995
2020-12-12,1597132
2020-12-13,1638756
2020-12-14,1855985
2020-12-15,1929643
2020-12-16,1909913
2020-12-17,1919187
2020-12-18,1881363
2020-12-19,1702642
2020-12-20,1637940
2020-12-21,1746608
2020-12-22,1742082
2020-12-23,1699467
2020-12-24,1759604
2020-12-25,1780655
2020-12-26,1716375
2020-12-27,1634217
2020-12-28,1737509
2020-12-29,1789621
2020-12-30,1709544
2020-12-31,1707092
2021-01-01,1648902
2021-01-02,1671177
2021-01-03,1676440
2021-01-04,1777689
2021-01-05,1783884
2021-01-06,1794232
2021-01-07,1841159
2021-01-08,1875556
2021-01-09,1802577
2021-01-10,1821256
2021-01-11,1948226
2021-01-12,1911472
2021-01-13,1815418
2021-01-14,1779932
2021-01-15,1791577
2021-01-16,1742921
2021-01-17,1689917
2021-01-18,1794976
2021-01-19,1805525
2021-01-20,1800180
2021-01-21,1727218
2021-01-22,1772963
2021-01-23,1728091
2021-01-24,1647823
2021-01-25,1774509
2021-01-26,1780896
2021-01-27,1839084
2021-01-28,1917327
2021-01-29,1868716
2021-01-30,1712541
2021-01-31,1657328
2021-02-01,1853407
2021-02-02,1891484
2021-02-03,1843669
2021-02-04,1823798
2021-02-05,1871598
2021-02-06,1835978
2021-02-07,1880933
2021-02-08,1982005
2021-02-09,1949977
2021-02-10,1976685
2021-02-11,2034080
2021-02-12,2093086
2021-02-13,2071647
2021-02-14,2120583
2021-02-15,2256896
2021-02-16,2172227
2021-02-17,2138209
2021-02-18,2043479
2021-02-19,2011535
2021-02-20,1858405
2021-02-21,1733348
2021-02-22,1721632
2021-02-23,1689777
2021-02-24,1656644
2021-02-25,1694239
2021-02-26,1701221
2021-02-27,1546133
2021-02-28,1534909
2021-03-01,1715761
2021-03-02,1763519
2021-03-03,1686762
2021-03-04,1667865
2021-03-05,1674233
2021-03-06,1553268
2021-03-07,1517945
2021-03-08,1604163
2021-03-09,1581942
2021-03-10,1568789
2021-03-11,1572829
2021-03-12,1588434
2021-03-13,1498027
2021-03-14,1423031
2021-03-15,1687108
2021-03-16,1674637
2021-03-17,1650588
2021-03-18,1649587
2021-03-19,1638463
2021-03-20,1511797
2021-03-21,1449408
2021-03-22,1553452
2021-03-23,1568079
2021-03-24,1557183
2021-03-25,1585344
2021-03-26,1584268
2021-03-27,1497207
2021-03-28,1451694
2021-03-29,1568982
2021-03-30,1579488
2021-03-31,1611333
2021-04-01,1642947
2021-04-02,1561646
2021-04-03,1437502
2021-04-04,1368632
2021-04-05,1527369
2021-04-06,1575722
2021-04-07,1585704
2021-04-08,1577750
2021-04-09,1585193
2021-04-10,1454563
2021-04-11,1425783
2021-04-12,1566486
2021-04-13,1571941
2021-04-14,1564492
2021-04-15,1576975
2021-04-16,1538857
2021-04-17,1423109
2021-04-18,1398247
2021-04-19,1555871
2021-04-20,1613846
2021-04-21,1622678
2021-04-22,1588873
2021-04-23,1552177
2021-04-24,1471626
2021-04-25,1417010
2021-04-26,1567756
2021-04-27,1617623
2021-04-28,1635605
2021-04-29,1620591
2021-04-30,1549012
2021-05-01,1451054
2021-05-02,1458812
2021-05-03,1637644
2021-05-04,1600159
2021-05-05,1532752
2021-05-06,1551097
2021-05-07,1527124
2021-05-08,1447467
2021-05-09,1443391
2021-05-10,1578260
2021-05-11,1570756
2021-05-12,1547424
2021-05-13,1549440
2021-05-14,1535896
2021-05-15,1429440
2021-05-16,1431914
2021-05-17,1585322
2021-05-18,1622219
2021-05-19,1677925
2021-05-20,1762228
2021-05-21,1784895
2021-05-22,1707021
2021-05-23,1675917
2021-05-24,1827774
2021-05-25,1903527
2021-05-26,1815101
2021-05-27,1736940
2021-05-28,1626544
2021-05-29,1435261
2021-05-30,1395490
2021-05-31,1457121
2021-06-01,1650358
2021-06-02,1706931
2021-06-03,1793194
2021-06-04,1881616
2021-06-05,1861215
2021-06-06,1858989
2021-06-07,2034117
2021-06-08,2073090
2021-06-09,2127624
2021-06-10,2161977
2021-06-11,2168012
2021-06-12,2017968
2021-06-13,1961766
2021-06-14,2001369
2021-06-15,1955550
2021-06-16,1938078
2021-06-17,2016124
2021-06-18,2085296
2021-06-19,1872303
2021-06-20,1848324
2021-06-21,1804707
2021-06-22,1711674
2021-06-23,1822676
2021-06-24,1959242
2021-06-25,1981594
2021-06-26,1905492
2021-06-27,1898319
2021-06-28,2064583
2021-06-29,2108332
2021-06-30,2080639
2021-07-01,2028679
2021-07-02,1872172
2021-07-03,1758995
2021-07-04,1877314
2021-07-05,2052738
2021-07-06,2178237
2021-07-07,2032488
2021-07-08,1933756
2021-07-09,1870338
2021-07-10,1770684
2021-07-11,1717985
2021-07-12,1879332
2021-07-13,1993260
2021-07-14,2056768
2021-07-15,2072011
2021-07-16,1936960
2021-07-17,1848255
2021-07-18,1862270
2021-07-19,2045263
2021-07-20,2054182
2021-07-21,2017459
2021-07-22,2065054
2021-07-23,2154947
2021-07-24,2123870
2021-07-25,2057022
2021-07-26,2217596
2021-07-27,2233674
2021-07-28,2270176
2021-07-29,2277850
2021-07-30,2052483
2021-07-31,1858749
2021-08-01,1804482
2021-08-02,1886614
2021-08-03,1927222
2021-08-04,1980590
2021-08-05,1998259
2021-08-06,2022691
2021-08-07,1968584
2021-08-08,2007961
2021-08-09,2178204
2021-08-10,2290697
2021-08-11,2242437
2021-08-12,2166360
2021-08-13,2036105
2021-08-14,1862808
2021-08-15,1799039
2021-08-16,1974263
2021-08-17,2085707
2021-08-18,2158783
2021-08-19,2197155
2021-08-20,2205205
2021-08-21,2046217
2021-08-22,1993583
2021-08-23,2202887
2021-08-24,2274962
2021-08-25,2258420
2021-08-26,2214117
2021-08-27,2156399
2021-08-28,2088634
2021-08-29,1967349
2021-08-30,1905492
2021-08-31,1855266
2021-09-01,1827395
2021-09-02,1756674
2021-09-03,1710109
2021-09-04,1615145
2021-09-05,1615425
2021-09-06,1633695
2021-09-07,1821844
2021-09-08,1780404
2021-09-09,1731845
2021-09-10,1734024
2021-09-11,1726946
2021-09-12,1743784
2021-09-13,1862926
2021-09-14,1905921
2021-09-15,1798737
2021-09-16,1837818
2021-09-17,1882649
2021-09-18,1771074
2021-09-19,1790961
2021-09-20,1941816
2021-09-21,1807824
2021-09-22,1625425
2021-09-23,1586610
2021-09-24,1583383
2021-09-25,1491663
2021-09-26,1522208
2021-09-27,1776895
2021-09-28,1787151
2021-09-29,1790628
2021-09-30,1810560
2021-10-01,1770357
2021-10-02,1652658
2021-10-03,1637107
2021-10-04,1735103
2021-10-05,1725739
2021-10-06,1726891
2021-10-07,1745128
2021-10-08,1749261
2021-10-09,1671508
2021-10-10,1674653
2021-10-11,1769199
2021-10-12,1731511
2021-10-13,1733995
2021-10-14,1747996
2021-10-15,1685543
2021-10-16,1463936
2021-10-17,1426974
2021-10-18,1574112
2021-10-19,1597732
2021-10-20,1631239
2021-10-21,1648430
2021-10-22,1624765
2021-10-23,1531070
2021-10-24,1532839
2021-10-25,1654659
2021-10-26,1639780
2021-10-27,1638111
2021-10-28,1610738
2021-10-29,1578239
2021-10-30,1466304
2021-10-31,1455876
2021-11-01,1634119
2021-11-02,1666102
2021-11-03,1682333
2021-11-04,1687586
2021-11-05,1667281
2021-11-06,1543587
2021-11-07,1549610
2021-11-08,1603154
2021-11-09,1613254
2021-11-10,1612288
2021-11-11,1604070
2021-11-12,1652851
2021-11-13,1607021
2021-11-14,1602709
2021-11-15,1708156
2021-11-16,1679356
2021-11-17,1641244
2021-11-18,1706457
2021-11-19,1742372
2021-11-20,1613736
2021-11-21,1554947
2021-11-22,1737412
2021-11-23,1759431
2021-11-24,1691096
2021-11-25,1528825
2021-11-26,1621836
2021-11-27,1606208
2021-11-28,1590594
2021-11-29,1749373
2021-11-30,1709861
2021-12-01,1682971
2021-12-02,1640834
2021-12-03,1646276
2021-12-04,1586078
2021-12-05,1590493
2021-12-06,1761310
2021-12-07,1891906
2021-12-08,1829483
2021-12-09,1783742
2021-12-10,1718940
2021-12-11,1611425
2021-12-12,1634496
2021-12-13,1731705
2021-12-14,1710516
2021-12-15,1642519
2021-12-16,1676303
2021-12-17,1775198
2021-12-18,1687933
2021-12-19,1708959
2021-12-20,1867387
2021-12-21,1868357
2021-12-22,1868258
2021-12-23,1748688
2021-12-24,1520115
2021-12-25,1442412
2021-12-26,1531262
2021-12-27,1619824
2021-12-28,1725011
2021-12-29,1748129
2021-12-30,1725042
2021-12-31,1631178
2022-01-01,1641398
2022-01-02,1787031
2022-01-03,1957464
2022-01-04,1937307
2022-01-05,1899099
2022-01-06,1998156
2022-01-07,2072579
2022-01-08,1851306
2022-01-09,1728157
2022-01-10,1952231
2022-01-11,1955743
2022-01-12,1807716
2022-01-13,1785271
2022-01-14,1813851
2022-01-15,1784670
2022-01-16,1839346
2022-01-17,1879850
2022-01-18,1837825
2022-01-19,1844768
2022-01-20,2051541
2022-01-21,2114375
2022-01-22,1969533
2022-01-23,1875160
2022-01-24,1950053
2022-01-25,1998602
2022-01-26,2071836
2022-01-27,1981743
2022-01-28,1964817
2022-01-29,1908386
2022-01-30,1776209
2022-01-31,1841907
2022-02-01,1768121
2022-02-02,1837147
2022-02-03,1976796
2022-02-04,2076075
2022-02-05,1971600
2022-02-06,1844635
2022-02-07,1925699
2022-02-08,1868541
2022-02-09,1797389
2022-02-10,1812686
2022-02-11,1775512
2022-02-12,1799343
2022-02-13,1857455
2022-02-14,1922440
2022-02-15,1837341
2022-02-16,1717616
2022-02-17,1799040
2022-02-18,1904848
2022-02-19,1817137
2022-02-20,1668982
2022-02-21,1713004
2022-02-22,1766564
2022-02-23,1924360
2022-02-24,1949825
2022-02-25,1936458
2022-02-26,1808126
2022-02-27,1695151
2022-02-28,1766017
2022-03-01,1702424
2022-03-02,1679431
2022-03-03,1706184
2022-03-04,1685280
2022-03-05,1526586
2022-03-06,1522352
2022-03-07,1722551
2022-03-08,1775905
2022-03-09,1754777
2022-03-10,1768863
2022-03-11,1800616
2022-03-12,1831619
2022-03-13,1597721
2022-03-14,1663691
2022-03-15,1617067
2022-03-16,1590072
2022-03-17,1571830
2022-03-18,1583688
2022-03-19,1510368
2022-03-20,1456598
2022-03-21,1553433
2022-03-22,1615264
2022-03-23,1634740
2022-03-24,1661249
2022-03-25,1648596
2022-03-26,1572752
2022-03-27,1564660
2022-03-28,1695744
2022-03-29,1704633
2022-03-30,1651989
2022-03-31,1651816
2022-04-01,1638393
2022-04-02,1520441
2022-04-03,1485895
2022-04-04,1593880
2022-04-05,1627512
2022-04-06,1643770
2022-04-07,1628694
2022-04-08,1644251
2022-04-09,1530587
2022-04-10,1469819
2022-04-11,1570490
2022-04-12,1615068
2022-04-13,1631546
2022-04-14,1622344
2022-04-15,1560108
2022-04-16,1510319
2022-04-17,1507315
2022-04-18,1659943
2022-04-19,1629118
2022-04-20,1639230
2022-04-21,1623977
2022-04-22,1631543
2022-04-23,1542627
2022-04-24,1524230
2022-04-25,1619868
2022-04-26,1612392
2022-04-27,1603287
2022-04-28,1597046
2022-04-29,1586725
2022-04-30,1520161
2022-05-01,1496642
2022-05-02,1625130
2022-05-03,1658150
2022-05-04,1641605
2022-05-05,1642798
2022-05-06,1606997
2022-05-07,1490903
2022-05-08,1489602
2022-05-09,1716906
2022-05-10,1851242
2022-05-11,1956669
2022-05-12,1991998
2022-05-13,1902556
2022-05-14,1724510
2022-05-15,1644247
2022-05-16,1724392
2022-05-17,1735138
2022-05-18,1741696
2022-05-19,1802006
2022-05-20,1858181
2022-05-21,1664634
2022-05-22,1501082
2022-05-23,1600324
2022-05-24,1640362
2022-05-25,1683560
2022-05-26,1697913
2022-05-27,1650213
2022-05-28,1565403
2022-05-29,1632914
2022-05-30,1800613
2022-05-31,1997948
2022-06-01,1910133
2022-06-02,1783461
2022-06-03,1739464
2022-06-04,1633932
2022-06-05,1643583
2022-06-06,1815378
2022-06-07,1848033
2022-06-08,1806049
2022-06-09,1829745
2022-06-10,1761057
2022-06-11,1713537
2022-06-12,1832138
2022-06-13,2105556
2022-06-14,2269701
